,source,target,value
1884,Jonin,Murakumo,2
1885,U,lnu,2
1886,Janin,Kikunojou,2
1887,Shisou,Yotaka,2
1888,Senta,Shizune,2
1889,Ranmaru,Tenten,2
1890,Jutsu,Sannin,2
1891,Naruto,Pakkun,2
1892,Shikamaru,lno,2
1893,Ushi,mi,2
1894,Jira-chan,Pervy,2
1895,Shikamaru,Tayuya,2
1896,Jigumo,Orochimaru,2
1897,Tora,lnu,2
1898,Jin,hitsuji,2
1899,Tora,U,2
1900,Jutsu,Sanchez,2
1901,Javelin,Matsuri,2
1902,Shuriken,Zabuza,2
1903,Shisui,Uchiha,2
1904,Jonin,Ninja,2
1905,Iruka,–,2
1906,hitsuji,lnu,2
1907,Yurinojou,Yurinoshin,2
1908,Yakumo,the,2
1909,Isarirbi,Orochimaru,2
1910,Shikamaru,Tenten,2
1911,Ushi,ushi,2
1912,Kurenai,Shikamaru,2
1913,Konohamaru,Sensei,2
1914,Murakumo,Secret,2
1915,Karashi,Uzumaki,2
1916,Rock,Sansho,2
1917,Rashomon,–,2
1918,Rasengan,Sumaru,2
1919,Rasengan,Shikamaru,2
1920,Kakashi,Tsurugi,2
1921,Rasengan,Sasame,2
1922,Kakashi,Yashamaru,2
1923,Lee,The,2
1924,Kamikiri,Orochimaru,2
1925,Kankuro,Neji,2
1926,Proctor,Sasuke,2
1927,Kankuro,Proctor,2
1928,Kankuro,Sakura,2
1929,Raijin,Ton,2
1930,Raiga,Tenten,2
1931,Raiga,Sasuke,2
1932,Raiga,Sakura,2
1933,Rock,Shikamaru,2
1934,Kankuro,Naruto,2
1935,Pervy,–,2
1936,Onbaa,Tsunade,2
1937,Orochimaru,That,2
1938,Katsuyu,Naruto,2
1939,Orochimaru,Shinobi,2
1940,Orochimaru,Raido,2
1941,Orochi,Orochimaru,2
1942,Onbu,zu-ma-ki!,2
1943,Onbu,Tsunade,2
1944,Kekkai,Kimimaro,2
1945,Pervy,miso,2
1946,Ole,Shikamaru,2
1947,Kekkai,Orochimaru,2
1948,Ki,Naruto,2
1949,Ninja,The,2
1950,Ninja,Rogue,2
1951,Ninja,Ran,2
1952,Pervy,This,2
1953,Kanpachi,Rokusuke,2
1954,Raido,Shizune,2
1955,Proctor,Shino,2
1956,Asuma,Lee,2
1957,Hokage,Kimimaro,2
1958,Hokage,Leaf,2
1959,Hokage,Mizuki,2
1960,Fujin,Kurenai,2
1961,Grandfather,Naruto,2
1962,Asuma,Hokage,2
1963,Hitsuji,Sasuke,2
1964,Asuma,Shino,2
1965,Fujin,Ton,2
1966,DOJO,Tsunade,2
1967,Hinata,That,2
1968,Hinata,The,2
1969,Hinata,Tokichi,2
1970,Grandfather,Tsunade,2
1971,Murakumo,Naruto,2
1972,Hinata,Unkai,2
1973,Aoi,Sakura,2
1974,Chief,the,2
1975,Moso,Tenten,2
1976,Hokage,Ino,2
1977,-Delivery,Naruto,2
1978,Asuma,Kiba,2
1979,Fatty,Shikamaru,2
1980,Hokage,Ibiki,2
1981,Bunzo,Shizune,2
1982,Asuma,Guy,2
1983,Grampa,Mommy,2
1984,Bunzo,Shugoro,2
1985,Hokage,Kage,2
1986,Arashi,Gamakichi,2
1987,Gosunkugi,Shino,2
1988,Fuki,Ran,2
1989,Hokage,Jonin,2
1990,Burn,Bushy,2
1991,Hokage,Kabuto,2
1992,Fuki,Ninja,2
1993,Orochimaru,Tyson,2
1994,Kankuro,Yoroi,2
1995,Pakkun,Sakura,2
1996,Kakashi,Sakon,2
1997,Saru,Sarutobi,2
1998,Sand,–,2
1999,Sand,Sound,2
2000,Sanchez,Shikamaru,2
2001,Sakura,lruka,2
2002,Sakura,Zaku,2
2003,Kakashi,Nine-Tailed,2
2004,Sakura,Tsuzumi,2
2005,Sakura,Tori,2
2006,Sakura,Teuchi,2
2007,Sakura,Tayuya,2
2008,Sakura,Saru,2
2009,Kakashi,Owashi,2
2010,Sagi,a,2
2011,Kakashi,Rasengan,2
2012,Sagi,Wandering,2
2013,Sagi,The,2
2014,Sarutobi,That,2
2015,Rock,Yagura,2
2016,Sensei,Yuhi,2
2017,Moegi,Udon,2
2018,Kurenai,d,2
2019,Moso,Ninja,2
2020,Monju,Todoroki,2
2021,Momiji,Yurinoshin,2
2022,Leaf,Lee,2
2023,Momiji,Tsunade,2
2024,Moegi,–,2
2025,Mizura,Ninja,2
2026,Kiba,Sakon,2
2027,Mizura,Natsuhi,2
2028,Mizuki,lruka,2
2029,Kurosuki,Sansho,2
2030,Mizuki,Rasengan,2
2031,Kurosuki,Tsunade,2
2032,L-Lee,Sansho,2
2033,Neji,Tunneling,2
2034,Sagi,Shuriken,2
2035,Moso,That,2
2036,Ryudouin,Yagura,2
2037,Kabuto,Sarutobi,2
2038,Kabuto,Kazekage,2
2039,Kabuto,Lee,2
2040,Kabuto,Mark,2
2041,Sasuke,Vendetta,2
2042,Sasuke,Ushi,2
2043,Sasuke,Uma,2
2044,Sasuke,Tsubaki,2
2045,Sasuke,Third,2
2046,Kabuto,Shikamaru,2
2047,Roger,Tenten,2
2048,Rock,Tenten,2
2049,Kiba,Rock,2
2050,Rock,Shino,2
2051,Pervy,Shinobi,2
2052,Pervy,Shikamaru,2
2053,Pakkun,Shikamaru,2
2054,Sazanami,Shinobi,2
2055,Karashi,The,2
2056,KAKASHI,–,2
2057,Jutsu,The,2
2058,K-Kurenai,Unkai,2
2059,Rokusuke,Sasuke,2
2060,Rogue,Sasuke,2
2061,Sasame,Sassme,2
2062,Sasuke,Summo,2
2063,K-Kurenai,Yakumo,2
2064,Jutsu,Shikamaru,2
2065,Kagari,Naruto,2
2066,Jutsu,Tyson,2
2067,Sensei,Shikamaru,2
2068,Senbons,Shikamaru,2
2069,Secret,Yakumo,2
2070,K-Kakashi,Kakashi,2
2071,K-Kakashi,Sasuke,2
2072,K-Karashi,Sansho,2
2073,Jonin,Sarutobi,1
2074,Jutsu,Rock,1
2075,Jutsu,Leaf,1
2076,Hoko,Seimei,1
2077,Hokushin,Kakashi,1
2078,Hokuto,Shadow,1
2079,Hokuto,Ninja,1
2080,Jonin,Sakura,1
2081,Junko,Kakashi,1
2082,Hokuto,Kunai,1
2083,Hokuto,Kujaku,1
2084,Hokuto,Jutsu,1
2085,Jonin,Uchiha,1
2086,Hokuto,Hotarubi,1
2087,Jonin,Zabuza,1
2088,Jonin,lsaribi,1
2089,Jutsu,Shinobi,1
2090,Junko,Naruto,1
2091,Jutsu,Tazuna,1
2092,Hoki,the,1
2093,Hokage,Tazuna,1
2094,Hoki,Owashi,1
2095,Jonin,Konohamaru,1
2096,Junko,Sasuke,1
2097,Jonin,Manji,1
2098,Jutsu,Mizuki,1
2099,Hoki,a,1
2100,Hoki,Wandering,1
2101,Hoki,Sasuke,1
2102,Jutsu,Orochi,1
2103,Jutsu,Shadow,1
2104,Jutsu,Owashi,1
2105,Jutsu,Pakkun,1
2106,Jutsu,Raido,1
2107,Jutsu,Roger,1
2108,Jutsu,SAKE,1
2109,Hokage,–,1
2110,Hokage,Toad,1
2111,Junko,Sakura,1
2112,Itachi,Shinobi,1
2113,Hokuto,Hoshikage,1
2114,Isarirbi,Sasuke,1
2115,Izumo,Kotetsu,1
2116,Izumo,Sakura,1
2117,Izumo,Shikamaru,1
2118,JIROBO,Naruto,1
2119,Ino,Shinobi,1
2120,Ino,–,1
2121,Itachi,Kabuto,1
2122,Iruka,Moegi,1
2123,Ino,Orochimaru,1
2124,Iruka,Leaves,1
2125,Iruka,Sarutobi,1
2126,Iruka,Kabuto,1
2127,Iruka,Shino,1
2128,Iron,the,1
2129,Iruka,Shizune,1
2130,Iruka,The,1
2131,Itachi,–,1
2132,Ino,Pakkun,1
2133,Hokushin,Sagi,1
2134,Itachi,Nine-Tailed,1
2135,Jutsu,Kidomaru,1
2136,Hokushin,Naruto,1
2137,Jonin,Kurama,1
2138,Hyuga,branch,1
2139,Jiraiya,Rogue,1
2140,I,Naruto,1
2141,Ino,Yamanaka,1
2142,Ino,Vulgar,1
2143,Itachi,Yashamaru,1
2144,Ino,Tyson,1
2145,Ino,Tunneling,1
2146,Itachi,Rasengan,1
2147,Itachi,Roger,1
2148,Itachi,Rokusuke,1
2149,Itachi,Kurosuki,1
2150,Hoshikage,Natsuhiboshi,1
2151,Jiraiya,Sanchez,1
2152,Mizura,Tenten,1
2153,Jirobo,Ninja,1
2154,Jirobo,Naruto,1
2155,Forsake,Rogue,1
2156,Forsake,Hokuto,1
2157,Forge,Tori,1
2158,Might,Rokkaku,1
2159,Might,Ryudouin,1
2160,Forge,Tatsu,1
2161,Might,Tsunade,1
2162,Forge,Saru,1
2163,Forge,Ne,1
2164,Misogi,the,1
2165,Missus,Naruto,1
2166,Forge,Kakashi,1
2167,Forge,Gaara,1
2168,Fist,Gosa,1
2169,First,Sarutobi,1
2170,Gonta,Konohamaru,1
2171,Kimimaro,Pervy,1
2172,Fujin,Hokage,1
2173,Fujin,Iruka,1
2174,Fujin,Naruto,1
2175,Fatty,Sasuke,1
2176,Inu,Leaf,1
2177,Mizura,The,1
2178,Mizura,Tsunade,1
2179,Fifth,Jutsu,1
2180,Fifth,Genma,1
2181,Momiji,Naruto,1
2182,Momiji,Shun,1
2183,Fatty,Iruka,1
2184,Mi,Sasuke,1
2185,Monju,Shura,1
2186,Fatty,Ino,1
2187,Mizuki,lno-Shika-Cho,1
2188,Kimimaro,Shikamaru,1
2189,Mizuki,Shizune,1
2190,First,Sensei,1
2191,Fuki,Menma,1
2192,Gosunkugi,Kiba,1
2193,Hotarubi,Neji,1
2194,Hotarubi,Naruto,1
2195,Hyuga,I-I,1
2196,Hyuga,Vendetta,1
2197,Hyuga,Uchiha,1
2198,Hyuga,Temari,1
2199,Jiraiya,Shameless,1
2200,Hyuga,Shadow,1
2201,Hyuga,Lightning,1
2202,Hyuga,Lee,1
2203,Jiraiya,lt,1
2204,Jirobo,Rasengan,1
2205,Humph,Sannin,1
2206,Humph,Rasengan,1
2207,Jiraiya,–,1
2208,Jirobo,Jutsu,1
2209,Humph,Pervy,1
2210,Humph,Orochimaru,1
2211,Jirobo,Kimimaro,1
2212,Jiraiya,Sand,1
2213,Humph,Jiraiya,1
2214,Jirochi,Naruto,1
2215,Hoshikage,Yotaka,1
2216,Hotarubi,Mizura,1
2217,Hotarubi,Kujaku,1
2218,Jirocho,Ryuko,1
2219,Jirocho,Sakura,1
2220,Hoshikage,the,1
2221,Humph,Iruka,1
2222,Jirocho,Senta,1
2223,Jirocho,Tsunade,1
2224,Jirobo,Sakura,1
2225,Jirocho,Uzumaki,1
2226,Hoshikage,Tsunade,1
2227,Hoshikage,The,1
2228,Hoshikage,Shisou,1
2229,Jirocho,–,1
2230,Hoshikage,Shadow,1
2231,Jirocho,Shinobi,1
2232,Iruka,Third,1
2233,Kagari,Sasuke,1
2234,Intense,Tenten,1
2235,Intense,Neji,1
2236,Kiba,Misogi,1
2237,Guy,Raido,1
2238,Grandson,Naruto,1
2239,Kidomaru,Rasengan,1
2240,Kidomaru,Sakura,1
2241,Grandpa,That,1
2242,Grandpa,Sasuke,1
2243,Grandpa,Naruto,1
2244,Grandpa,Kakashi,1
2245,Kikunojou,Shadow,1
2246,Kidomaru,Kimimaro,1
2247,Grandma,Kisame,1
2248,Kikusuke,Ruiga,1
2249,Kikusuke,Tsunade,1
2250,Grandfather,Hinata,1
2251,Killer,Lee,1
2252,Killer,Temari,1
2253,Haruna,Shadow,1
2254,Guy,Rokkaku,1
2255,Katsuyu,Shizune,1
2256,Harem,the,1
2257,Haruna,Renga,1
2258,Karashi,L-Lee,1
2259,Harmonia,Yoroi,1
2260,Harmonia,That,1
2261,Harmonia,Temari,1
2262,Harmonia,Kankuro,1
2263,Harmonia,Hayate,1
2264,Harem,Kakashi,1
2265,Katsuyu,Sannin,1
2266,Hanzaki,Sakura,1
2267,Katana,Ninjas,1
2268,Katana,This,1
2269,Katsu,Shikamaru,1
2270,Hanabi,Kiba,1
2271,Hana,Tsunade,1
2272,Hana,Shino,1
2273,Gosunkugi,the,1
2274,Gosunkugi,Misogi,1
2275,Kimimaro,Neji,1
2276,Hokage,Kekkai,1
2277,Kiba,Yuhi,1
2278,Kiba,a,1
2279,Guy,Ranmaru,1
2280,Kankuro,Uchiha,1
2281,Harutaro,Yagura,1
2282,Kankuro,Shizune,1
2283,Kabuto,Oli,1
2284,Kabuto,Sannin,1
2285,Kiba,Yagura,1
2286,Hokage,K-Kakashi,1
2287,Hokage,Izumo,1
2288,Kabuto,Shukaku,1
2289,Hokage,Itachi,1
2290,Kabuto,Vine,1
2291,Kabuto,Nine-Tailed,1
2292,Mizura,Shadow,1
2293,Gu,Sakura,1
2294,Kiba,Unkai,1
2295,Grandma,Kiba,1
2296,Guy,Kung,1
2297,Granny,Neji,1
2298,Granny,Shadow,1
2299,Granny,Sumaru,1
2300,Guy,Oli,1
2301,Kiba,Orochimaru,1
2302,Kiba,Proctor,1
2303,Kiba,Rasengan,1
2304,Guy,Kanpachi,1
2305,Gu,Sasuke,1
2306,Kiba,Satomi,1
2307,Guy,Jonin,1
2308,Guy,Jiraiya,1
2309,Guy,Jako,1
2310,Guy,Iruka,1
2311,Guy,Humph,1
2312,Gu,Zaku,1
2313,Kanpachi,Karashi,1
2314,Katsuyu,Tamaya,1
2315,Hana,Sakura,1
2316,Jiraiya,Ole,1
2317,Ibiki,Lee,1
2318,Jira-chan,a,1
2319,Ibiki,Kurenai,1
2320,Ibiki,Kabuto,1
2321,Jiraiya,Kakashi,1
2322,Jiraiya,Lee,1
2323,Ibiki,Inopig,1
2324,I-Ibiki,Idate,1
2325,Ibiki,Sannin,1
2326,I-Ibiki,Ibiki,1
2327,Ichiraku,Sakura,1
2328,Jutsu,Tenten,1
2329,Ichiraku,Zabuza,1
2330,Idate,Wagarashi,1
2331,Jako,Ryudouin,1
2332,Jako,Sensei,1
2333,Jira-chan,Naruto,1
2334,Ibiki,Vendetta,1
2335,Ino,Kin,1
2336,JIROBO,Sakura,1
2337,Intense,Nanafushi,1
2338,Intense,Lee,1
2339,Inopig,Sasuke,1
2340,Isaribi,Shino,1
2341,Isaribi,Tsunade,1
2342,Isaribi,Yoroi,1
2343,Ino-Shika-Cho,Neji,1
2344,Ino,Ninja,1
2345,Ichiraku,Kakashi,1
2346,Jako,Lee,1
2347,Jako,Might,1
2348,Jin,Ushi,1
2349,Ichiraku,Ryonin,1
2350,Ichiraku,Orochimaru,1
2351,Ichiraku,Kurosuki,1
2352,Ichiraku,Kisame,1
2353,Janin,Jiga,1
2354,Janin,Ruiga,1
2355,Haku,Uzumaki,1
2356,Kekkei,The,1
2357,Hakkaku,Ichiraku,1
2358,Kekkai,Sasuke,1
2359,Kekkei,Naruto,1
2360,Kekkei,Sakon,1
2361,Kekkei,Sakura,1
2362,Kayo,Tsunade,1
2363,Guy,Sand,1
2364,Kekkei,Willow,1
2365,Haku,K-Kakashi,1
2366,Ki,Ma,1
2367,Guy,SAKE,1
2368,Ki,Sagi,1
2369,Ki,Zu,1
2370,Kiba,Kimimaro,1
2371,Guy,Ryudouin,1
2372,Kekkei,Sharingan,1
2373,Hakkaku,Ryonin,1
2374,Kazekage,Ninja,1
2375,Janin,The,1
2376,Jerk,Sakura,1
2377,Ino,Intense,1
2378,Ino,Ino-Shika-Cho,1
2379,Jelly,Jirocho,1
2380,Jelly,Naruto,1
2381,Jelly,Ninja,1
2382,Jelly,Sasuke,1
2383,Jelly,Shinobi,1
2384,Injure,Jutsu,1
2385,Hokage,Shisui,1
2386,Inari,Ninja,1
2387,Jibachi,Shino,1
2388,Jibachi,Suzumebachi,1
2389,Idate,Wasabi,1
2390,Idate,Jirochi,1
2391,Dan,Kabuto,1
2392,Hokage,Tayuya,1
2393,Fifth,Naruto,1
2394,Kotetsu,Shikamaru,1
2395,Mizura,Roger,1
2396,Leaf,U,1
2397,Genma,Hokage,1
2398,Konohamaru,Monkey,1
2399,Genma,Guy,1
2400,Konohamaru,Orochimaru,1
2401,Konohamaru,Return,1
2402,Genjutsu,Sakura,1
2403,Genjutsu,Kakashi,1
2404,Genma,Kazekage,1
2405,Koharu,Orochimaru,1
2406,Gensho,Guy,1
2407,Gensho,Jako,1
2408,Kimimaro,Shukaku,1
2409,Kimimaro,Vine,1
2410,Kimimaro,Zabuza,1
2411,Kin,Lee,1
2412,Gon,Todoroki,1
2413,Giichi,Naruto,1
2414,Genma,Jutsu,1
2415,Konohamaru,Konohomaru,1
2416,Genno,Tenten,1
2417,Gekko,Kabuto,1
2418,Leaf,the,1
2419,Gamakichi,Sagi,1
2420,Lee,Lightning,1
2421,Gamakichi,Moso,1
2422,Gamakichi,Kabuto,1
2423,Gamatatsu,Tsunade,1
2424,Lee,Tazuna,1
2425,Kurama,Shinobi,1
2426,Genma,Rock,1
2427,Genno,Shino,1
2428,Genno,Kiba,1
2429,Komei,Ninja,1
2430,Genno,Kakashi,1
2431,Genno,Ino,1
2432,Komei,Tenten,1
2433,Genma,SAKE,1
2434,Kin,–,1
2435,Kinuta,Naruto,1
2436,Kinuta,Orochimaru,1
2437,Genin,Hanabi,1
2438,Kunijiro,Shizune,1
2439,Genin,Konohamaru,1
2440,Kunijiro,Tsunade,1
2441,Kunoichi,Natsuhi,1
2442,Kunoichi,Neji,1
2443,Kunoichi,Orochimaru,1
2444,Genin,Hokage,1
2445,Kunoichi,Sumaru,1
2446,Genin,Jiraiya,1
2447,Kurama,Kurenai,1
2448,Gekko,Sasuke,1
2449,Genin,Iruka,1
2450,Genin,Kunihisa,1
2451,Genin,Kunoichi,1
2452,Kung,Naruto,1
2453,Genins,Iruka,1
2454,Kunihisa,–,1
2455,Kunihisa,Shizune,1
2456,Kinuta,Sasuke,1
2457,Gensho,Rokkaku,1
2458,Giichi,Mommy,1
2459,Kisame,Kurosuki,1
2460,Kisame,Lee,1
2461,Giichi,Grampa,1
2462,Gentle,Hyuga,1
2463,Gensho,Sensei,1
2464,Gensho,Ryudouin,1
2465,Gensho,Might,1
2466,Kunihisa,Papa,1
2467,Konohamaru,Tonton,1
2468,Gekko,Sakura,1
2469,Genjutsu,Kabuto,1
2470,Konohamaru,Zabuza,1
2471,Kuni,–,1
2472,Kunihisa,Kunijiro,1
2473,Genin,Katsuyu,1
2474,Leaf,Uma,1
2475,Gamakichi,The,1
2476,Fifth,Ninja,1
2477,Leaf,Tori,1
2478,Kuromaru,Shino,1
2479,Kurobachi,Shino,1
2480,Gatô,Sharingan,1
2481,Kurenai,Neji,1
2482,Gatô,Naruto,1
2483,Gatô,Mommy,1
2484,Gatô,Mizukage,1
2485,Kurenai,Rock,1
2486,Gatô,Inari,1
2487,Gatô,Grampa,1
2488,Kurenai,Secret,1
2489,Gatô,Giichi,1
2490,Kurenai,Shinobi,1
2491,Gatsu,Gosunkugi,1
2492,Gato,Sharingan,1
2493,Kurenai,Uroko,1
2494,Kurenai,a,1
2495,Gantetsu,the,1
2496,Leader,Naruto,1
2497,Leaf,Ne,1
2498,Kyuroku,Naruto,1
2499,Kurosuki,Pervy,1
2500,Gantetsu,Roger,1
2501,Gantetsu,Rock,1
2502,Gantesu,Sakura,1
2503,Gantesu,Rock,1
2504,Kurosuki,Tenten,1
2505,Kurosuki,Zabuza,1
2506,Gantetsu,Tsuzumi,1
2507,Leaf,Natsuhi,1
2508,Gantesu,Naruto,1
2509,Gantesu,Gantetsu,1
2510,Leaf,Mark,1
2511,Leaf,Menma,1
2512,Leaf,Mi,1
2513,Leaf,Mizuki,1
2514,Gamble,Naruto,1
2515,Kurenai,an,1
2516,Gato,Mizukage,1
2517,Kurenai,that,1
2518,Leaf,Roger,1
2519,Gaara,Moso,1
2520,Lee,Tamaya,1
2521,Lee,Sarutobi,1
2522,Gamabunta,Tyson,1
2523,Lee,Nanafushi,1
2524,Lee,Mizura,1
2525,Leaf,Raido,1
2526,Gamatatsu,The,1
2527,Gaara,Pop,1
2528,Leaf,Sarutobi,1
2529,Gamatatsu,Manda,1
2530,Gamatatsu,Katsuyu,1
2531,Leaf,Shinobi,1
2532,Leaf,Shizune,1
2533,Leaf,The,1
2534,Gamatatsu,Jiraiya,1
2535,Lee,Shura,1
2536,Lee,Shino,1
2537,Gato,Hokage,1
2538,Gaara,the,1
2539,Leaf,Neji,1
2540,Gatô,Tazuna,1
2541,Gamble,Kakashi,1
2542,Leaf,Pervy,1
2543,Gamabunta,Temari,1
2544,Gama,Toad,1
2545,Gama,Gamabunta,1
2546,Gaara,Vine,1
2547,Gaara,Sharingan,1
2548,Lee,Roger,1
2549,Lee,Rokkaku,1
2550,Gaara,The,1
2551,Gamabunta,Toad,1
2552,Gaara,Tenten,1
2553,Lee,Sasu,1
2554,Gaara,Shinobi,1
2555,Genins,Hokage,1
2556,Genin,Tamaya,1
2557,Konohomaru,Return,1
2558,Kotetsu,Sakura,1
2559,Dojo,Sakura,1
2560,Ding-dong.,Dong,1
2561,Ding-dong-ding,Dong,1
2562,Naruto,Seaweed,1
2563,Dosu,Tyson,1
2564,Monkey,The,1
2565,Monkey,Sarutobi,1
2566,Monkey,Orochimaru,1
2567,Mark,Ole,1
2568,Mark,Orochimaru,1
2569,Mark,Sanchez,1
2570,Mark,Tyson,1
2571,Mark,the,1
2572,G-Guy,Naruto,1
2573,G-Guy,Lee,1
2574,Matsuri,Seimei,1
2575,G-Guy,Tsunade,1
2576,Dojo,Shikamaru,1
2577,Naruto,Sakur--,1
2578,Dojo,Tsunade,1
2579,Dosu,Ole,1
2580,Dan,Naruto,1
2581,Naruto,Tamaya,1
2582,Ding,Dong,1
2583,Naruto,Senta,1
2584,Naruto,Seimei,1
2585,Dosu,Sanchez,1
2586,Dosu,Orochimaru,1
2587,Dosu,Naruto,1
2588,Dojo,roger,1
2589,Naruto,Renga,1
2590,Naruto,Return,1
2591,Dosu,Kazekage,1
2592,Dosu,Kakashi,1
2593,Dong,ding-dong-ding,1
2594,Dong,Mai,1
2595,Naruto,Ryuko,1
2596,Matsuri,Shikamaru,1
2597,Fukusuke,ldate,1
2598,Fukusuke,Oli,1
2599,Manji,Ninja,1
2600,Ma,Sagi,1
2601,Ma,Zu,1
2602,Gaara,Hyuga,1
2603,Mai,Tsukiko,1
2604,Mai,–Tsukiko?,1
2605,Gaara,Harmonia,1
2606,GAI,–,1
2607,Fuki,Rogue,1
2608,Lightning,Tyson,1
2609,Menma,Shiin,1
2610,Menma,Shizune,1
2611,Fuki,Neji,1
2612,Fifth,SAKE,1
2613,Mizuki,lt,1
2614,Fifth,Rock,1
2615,Fifth,Raido,1
2616,Gaara,Infinite,1
2617,Gaara,Iruka,1
2618,Fukusuke,Naruto,1
2619,Manji,Tazuna,1
2620,Fukusuke,Kyuroku,1
2621,Fuku,Pervy,1
2622,Fuku,Naruto,1
2623,Menma,Rasengan,1
2624,Menma,Sakura,1
2625,McCoy,Neji,1
2626,Manji,Zabuza,1
2627,GAI,ZABUSA,1
2628,Lightning,Neji,1
2629,Gaara,Konohamaru,1
2630,Gaara,Komei,1
2631,Gaara,Kabuto,1
2632,Lee,a,1
2633,Lee,lt,1
2634,Lee,that,1
2635,Gaara,Kabuki,1
2636,Naruto,Tiger,1
2637,Dan,Pervy,1
2638,Darudo,Kunihisa,1
2639,Naruto,Ocarina,1
2640,Naruto,Ne,1
2641,Enma,Sarutobi,1
2642,Enma,Saru,1
2643,Enma,Orochimaru,1
2644,Enma,Monkey,1
2645,Naruto,North,1
2646,FATSO~,Naruto,1
2647,Ebisu,Pervy,1
2648,Enma,The,1
2649,Ebisu,Orochimaru,1
2650,Ebisu,Mizuki,1
2651,Ebisu,Kakashi,1
2652,Dozaemon,Naruto,1
2653,Doubtless,Lee,1
2654,Naruto,Pop,1
2655,Naruto,Pops,1
2656,Naruto,Nawaki,1
2657,Gaara,Leaf,1
2658,Nanafushi,roger,1
2659,Kujaku,the,1
2660,Hokage,Hoshikage,1
2661,Kujaku,Lee,1
2662,Kujaku,Mizura,1
2663,Kujaku,Naruto,1
2664,Kujaku,Ninja,1
2665,Genin,Sakura,1
2666,Kujaku,Tenten,1
2667,Kunai,Kunihisa,1
2668,Lee,Tsunada,1
2669,Genin,Rogue,1
2670,Kunai,Proctor,1
2671,Genin,Rock,1
2672,Kunai,Zaku,1
2673,Kung,Lee,1
2674,Genins,Kakashi,1
2675,Gaara,Menma,1
2676,Naruto,Oli,1
2677,FATSO~,Sakura,1
2678,Dawn,Mubi,1
2679,Naruto,Shugoro,1
2680,Morino,Omasa,1
2681,Naruto,Puppet,1
2682,Dosu,Shikamaru,1
2683,Naruto,Shikaku,1
2684,Desert,Injure,1
2685,Naruto,Shisui,1
2686,Demon,Zabuza,1
2687,Naruto,Shukaku,1
2688,NARUTO,Naruto,1
2689,Naruto,Shun,1
2690,Demon,Sasuke,1
2691,Ding,Ding-dong-ding,1
2692,Demon,Kakashi,1
2693,Naruto,Tatsu,1
2694,Dawn,Sasuke,1
2695,Dawn,Sakura,1
2696,Doubtless,Ibiki,1
2697,Murakumo,Unkai,1
2698,NARUTO,Sasuke,1
2699,Fang,Kidomaru,1
2700,Fatso,Ninja,1
2701,Fang,Shinemon,1
2702,Fang,Sasuke,1
2703,Moso,Sand,1
2704,Moso,Shuriken,1
2705,Fang,Ninja,1
2706,Fang,Neji,1
2707,Moso,Tsurucho,1
2708,Murakumo,Tsunade,1
2709,Mubi,Sakura,1
2710,Mubi,Sasuke,1
2711,Fang,Ino-Shika-Cho,1
2712,Fang,Gosa,1
2713,Murakumo,Sensei,1
2714,Murakumo,Shino,1
2715,Murakumo,Shinobi,1
2716,Kage,Kazekage,1
2717,Sasuke,bro,1
2718,Hizashi,Mark,1
2719,Shukaku,Vine,1
2720,Ninja,Temari,1
2721,Ninja,Tenten,1
2722,Ninja,Teuchi,1
2723,Chief,that,1
2724,Chief,lt,1
2725,Ninja,Toki,1
2726,Chief,lsaribi,1
2727,Ninja,Wagarashi,1
2728,Chief,Tsunade,1
2729,Ninjas,Tazuna,1
2730,Ninjas,This,1
2731,Obito,Sasuke,1
2732,Obito,Shinobi,1
2733,Obito,The,1
2734,Ninja,Shura,1
2735,Chikara,Hail,1
2736,Ninja,Sensei,1
2737,Chikara,Fuku,1
2738,Ran,Rogue,1
2739,Bunzo,Jirocho,1
2740,An,Naruto,1
2741,Shukaku,–,1
2742,Shun,Tsunade,1
2743,Shura,The,1
2744,An,an,1
2745,An,Yuhi,1
2746,Amachi,Shino,1
2747,Shuriken,Zaku,1
2748,An,Kurenai,1
2749,Bushy-Brow,Sasuke,1
2750,Sumaru,Tsunade,1
2751,Tamaya,Tsunade,1
2752,Amaterasu,Sasuke,1
2753,Amaterasu,Pervy,1
2754,Amaterasu,Naruto,1
2755,Amachi,lsaribi,1
2756,Sis,–,1
2757,Chishima,Neji,1
2758,Neji,Zaku,1
2759,Neji,branch,1
2760,Orochimaru,Sand,1
2761,Chakra,Tenten,1
2762,Chakra,Seimei,1
2763,Chakra,Sakura,1
2764,Chakra,Ninja,1
2765,Chakra,Natsuhi,1
2766,Orochimaru,Sakon,1
2767,Orochimaru,Sanchez,1
2768,Chakra,Kunoichi,1
2769,Onbu,Shadow,1
2770,Chakra,Kujaku,1
2771,Chakra,Ino,1
2772,Orochimaru,Sharingan,1
2773,Chakras,Hinata,1
2774,Onbaa,The,1
2775,Onbaa,Sakura,1
2776,Onbaa,Onbu,1
2777,Chakra,–,1
2778,Onbaa,lt,1
2779,Neji,fatso,1
2780,Cho,Choji,1
2781,Cho,–,1
2782,Cho,Sasuke,1
2783,Cho,Sakura,1
2784,Nine-Tailed,Ninja,1
2785,Old,Orochimaru,1
2786,Nine-Tailed,Pervert,1
2787,Nine-Tailed,Tsunade,1
2788,Ninja,Pervy,1
2789,Old,Tsunade,1
2790,Ninja,Rasengen,1
2791,Ninja,Rock,1
